CNO;CNUM;TYP;FABR;MIET;MASS;FARB;ANO;BEME;LNM;BJ;BDAT;ZDAT;RNUM;RBET;WERT;FAKT;KOST;LIEF;MDA;MDE;ABHO;KONT;Z247;Z251;Z255;Z259;Z263;Z345;Z349;Z353;Z357;Z361;Z365;Z447;Z451;Z455;Z459;Z463;Z545;Z549;Z553;Z557;Z561;Z565;Z647;Z651;Z655;Z659;Z663
501;J10029;Bürocontainer 16 ft.;GR-JO;136,00;4880x2435x2817;9018 / 7024;37;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;24.02.2009;  .  .    ;  .  .    ;  .  .    ;/02.12.2013/07:53;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
520;J10030;Bürocontainer 16 ft.;GR-JO;136,00;4880x2435x2817;9018 / 7024;37;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.10.2008;  .  .    ;  .  .    ;  .  .    ;/02.12.2013/07:54;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
879;060832039;Stahllagercont. 10 ft;CTX;85,00;2991x2435x2590;1013;48;;Containex;;  .  .    ;  .  .    ;;1500,00;0,00;0,0;0,00;30.03.2015;  .  .    ;  .  .    ;  .  .    ;/01.04.2015/13:56;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
980;530768-0;Isoliercontainer 20ft;;0,00;6055x2435x2590;weiß;56;;WCT;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;02.06.2015;  .  .    ;  .  .    ;  .  .    ;/01.06.2015/16:31;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
617;0000409;Bürocontaineranlage;16 Stück GR-JO;49000,00;6055x18235;9018/7024;64;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;09.04.2010;  .  .    ;  .  .    ;  .  .    ;/21.04.2010/08:22;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
714;1126;Sanitärcont. Herren;20 ft. GR-JO;870,00;6055x2435x2590;1015 hellelfenbein;65;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;19.05.2015;  .  .    ;  .  .    ;  .  .    ;/18.05.2015/15:56;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
711;1127;Sanitärcont. Damen;20 ft. GR-JO;715,00;6055x2435x2590;1015 hellelfenbein;65;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;19.05.2015;  .  .    ;  .  .    ;  .  .    ;/18.05.2015/15:56;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
303;0000205;Fremdcontainer Einl.;Lüftungsgeh.;16,50;;;73;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/22.07.2013/13:57;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
889;330358-5;Stahllagercont. 20 ft;;95,00;6055x2435x2590;grün;79;;CDM;;  .  .    ;  .  .    ;;950,00;0,00;0,0;0,00;19.09.2013;  .  .    ;  .  .    ;  .  .    ;/19.09.2013/12:32;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
462;283980-3;Stahllagercont. 20 ft;;95,00;6055x2435x2590;blau;80;;CDM;;30.09.1998;  .  .    ;;0,00;0,00;0,0;0,00;19.08.2014;  .  .    ;  .  .    ;  .  .    ;/20.08.2014/08:16;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
996;021260370;Bürocontainer 20 ft.;CTX;180,00;6055x2435x2820;9002 grauweiss;80;;Containex;;  .  .    ;  .  .    ;;4350,00;0,00;0,0;0,00;19.08.2014;  .  .    ;  .  .    ;  .  .    ;/19.08.2014/12:56;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
546;3913/2000;Büro/Unterkunftscont.;20 ft. GR-JO;180,00;6055x2435x2817;1015 hellelfenbein;81;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;07.11.2013;  .  .    ;  .  .    ;  .  .    ;/13.05.2015/17:11;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
756;000023;Stahl-Außentreppe;Geländer, Podest;160,00;1 Geschosshöhe;verzinkt;81;GR-JO Treppe;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;100,00;07.11.2013;  .  .    ;  .  .    ;  .  .    ;/13.05.2015/17:11;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
797;J12422;Büro/Unterkunftscont.;20 ft. GR-JO;180,00;6055x2435x2817;1015 hellelfenbein;81;;GR-JO;;  .  .    ;  .  .    ;;4775,00;0,00;0,0;0,00;07.11.2013;  .  .    ;  .  .    ;  .  .    ;/13.05.2015/17:11;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
982;332743-7;Stahllagercont. 20 ft;;115,00;6055x2435x2590;grün;81;;CDM;;  .  .    ;  .  .    ;;1475,00;0,00;0,0;0,00;07.11.2013;  .  .    ;  .  .    ;  .  .    ;/13.05.2015/17:11;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
202;0000206;Fremdcontainer 20 ft.;;37,50;;;82;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.05.2014;  .  .    ;  .  .    ;  .  .    ;/29.05.2015/11:29;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
886;0000209;Fremdcontainer 20;Einlagerung;45,00;;;83;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.02.2014;  .  .    ;  .  .    ;  .  .    ;/14.04.2014/13:18;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
910;17466;Bürocontainer 20 ft.;GR-JO;120,00;6055x2435x2820;1015 hellelfenbein;84;;;08.10;  .  .    ;  .  .    ;;5100,00;0,00;0,0;0,00;24.11.2014;  .  .    ;  .  .    ;  .  .    ;/24.11.2014/16:55;WÍ;WÍ;WÍ;WÍ;WÍ;S³;Sú;Sú;Sú;Sú;S;Wú;Wú;Wú;Wú;Wú;S³;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
444;226349-9;Stahllagercont. 20 ft;;95,00;6055x2435x2590;weiß;88;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;03.11.2014;  .  .    ;  .  .    ;  .  .    ;/11.11.2014/18:12;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
285;352705-8;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;94;;CDM;;  .  .    ;  .  .    ;;1500,00;0,00;0,0;0,00;16.02.2015;  .  .    ;  .  .    ;  .  .    ;/18.02.2015/08:46;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
441;334576-5;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;94;;CDM;;20.09.2010;  .  .    ;;1500,00;0,00;0,0;0,00;16.02.2015;  .  .    ;  .  .    ;  .  .    ;/18.02.2015/08:46;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
468;359549-0;Stahllagercont. 20 ft;;71,25;6055x2435x2590;rotbraun;94;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;16.02.2015;  .  .    ;  .  .    ;  .  .    ;/18.02.2015/08:46;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
556;211764-7;Stahllagercont. 20 ft;;71,25;6055x2435x2590;blau;94;;SCT;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;17.02.2015;  .  .    ;  .  .    ;  .  .    ;/18.02.2015/08:47;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
678;238025-5;Stahllagercont. 20 ft;;71,25;6055x2435x2590;RAL 5010 enzianblau;94;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;17.02.2015;  .  .    ;  .  .    ;  .  .    ;/18.02.2015/08:47;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
833;330374-9;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;94;;CDM;;  .  .    ;  .  .    ;;1475,00;0,00;0,0;0,00;16.02.2015;  .  .    ;  .  .    ;  .  .    ;/18.02.2015/08:46;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
887;305484-1;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;94;;CDM;;  .  .    ;  .  .    ;;950,00;0,00;0,0;0,00;17.02.2015;  .  .    ;  .  .    ;  .  .    ;/18.02.2015/08:47;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
994;302266-1;Stahllagercont. 20 ft;;71,25;6055x2435x2590;dunkelblau;94;;CDM;;  .  .    ;  .  .    ;;1450,00;0,00;0,0;0,00;17.02.2015;  .  .    ;  .  .    ;  .  .    ;/18.02.2015/08:47;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1030;337393-9;Stahllagercont. 20 ft;;71,25;6055x2435x2590;blau;94;;Elbtainer;;  .  .    ;  .  .    ;;1000,00;0,00;0,0;0,00;17.02.2015;  .  .    ;  .  .    ;  .  .    ;/18.02.2015/08:47;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1047;357073-2;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;94;;CDM;;  .  .    ;  .  .    ;;1400,00;0,00;0,0;0,00;17.02.2015;  .  .    ;  .  .    ;  .  .    ;/18.02.2015/08:47;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
607;0000999;SONSTIGES;20 Staustücke;100,00;;;94;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;17.02.2015;  .  .    ;  .  .    ;  .  .    ;/11.03.2015/14:03;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
946;061156733;Kühl-Container 10 ft.;TD/ARKTIK;540,00;2991x2435x2590;1013 / 5021;98;;CTX/GOVI/TELEDOOR;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.05.2015;  .  .    ;  .  .    ;  .  .    ;/19.05.2015/08:36;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
973;061267771;Kühl-Container 10 ft;TD/ARKTIK;540,00;2991x2435x2590;1013 / 5021;98;;CTX/TELEDOOR/GOVI;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.05.2015;  .  .    ;  .  .    ;  .  .    ;/19.05.2015/08:36;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1024;061378137;TK-Container 10 ft.;TD/ARKTIK;600,00;2991x2435x2590;1013 / 5021;98;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.05.2015;  .  .    ;  .  .    ;  .  .    ;/19.05.2015/08:36;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
242;087647;Stahllagercont. 20 ft;;71,25;6055x2435x2590;dunkelrot;101;;C.S.C;06.94;17.06.1994;  .  .    ;199;2057,95;0,00;0,0;0,00;02.04.2015;  .  .    ;  .  .    ;  .  .    ;/10.04.2015/12:11;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1042;386600-1;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;101;;CDM;;  .  .    ;  .  .    ;;1400,00;0,00;0,0;0,00;02.04.2015;  .  .    ;  .  .    ;  .  .    ;/10.04.2015/12:11;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1006;367108-6;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;101;;CDM;;  .  .    ;  .  .    ;;1300,00;0,00;0,0;0,00;02.04.2015;  .  .    ;  .  .    ;  .  .    ;/10.04.2015/12:11;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1057;390504-0;Stahllagercont. 20 ft;;71,25;6055x2435x2590;grün;101;;CDM;;  .  .    ;  .  .    ;;1250,00;0,00;0,0;0,00;02.04.2015;  .  .    ;  .  .    ;  .  .    ;/10.04.2015/12:11;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
222;500011-8;Stahllagercont. 20 ft;;71,25;6055x2435x2590;rotbraun;101;;CDM   neu;  .93;  .  .    ;  .  .    ;;2172,99;0,00;0,0;0,00;02.04.2015;  .  .    ;  .  .    ;  .  .    ;/10.04.2015/12:11;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
908;061044837;TK-Container 10 ft.;ZANOTTI;510,00;2991x2435x2590;1013 / 5021;104;;Containex/ROMA;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.05.2015;  .  .    ;  .  .    ;  .  .    ;/19.05.2015/08:06;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
192;775467-5;Stahllagercont. 40 ft;;95,00;12192x2435x2890;rot;110;;BD  Deepen;  .;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;27.04.2012;  .  .    ;  .  .    ;04.11.2013;/31.10.2013/13:34;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
6;842614-0;Stahllagercont. 40 ft;;95,00;12192x2435x2890;grau;112;;Deepen;;  .  .    ;  .  .    ;0;0,00;0,00;0,0;0,00;27.08.2014;  .  .    ;  .  .    ;  .  .    ;/28.08.2014/09:00;WÍ;WÍ;WÍ;WÍ;WÍ;S;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;S;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
1056;371596-5;Stahllagercont. 20 ft;;95,00;6055x2435x2590;grün;117;;CDM;;  .  .    ;  .  .    ;;1250,00;0,00;0,0;0,00;08.04.2015;  .  .    ;  .  .    ;  .  .    ;/10.04.2015/12:27;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
549;3911/2000;Büro/Unterkunftscont.;20 ft. GR-JO;180,00;6055x2435x2817;1015 hellelfenbein;117;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;08.04.2015;  .  .    ;  .  .    ;  .  .    ;/10.04.2015/12:28;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
273;210495-9;Stahllagercont. 20 ft;;95,00;6055x2435x2590;blau;118;;C.S.C.;;  .  .    ;  .  .    ;;1441,84;0,00;0,0;0,00;07.04.2015;  .  .    ;  .  .    ;  .  .    ;/10.04.2015/12:24;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
921;296105-3;Stahllagercont. 20 ft;;95,00;6055x2435x2590;5010 enzianblau;128;;CDM;;  .  .    ;  .  .    ;;2500,00;0,00;0,0;0,00;16.10.2014;  .  .    ;  .  .    ;  .  .    ;/17.10.2014/14:36;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
288;315235-0;Stahllagercont. 20 ft;;95,00;6055x2435x2590;grün;131;;CDM;;  .  .    ;  .  .    ;;1500,00;0,00;0,0;0,00;20.05.2015;  .  .    ;  .  .    ;  .  .    ;/21.05.2015/11:01;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
743;10040;Büro/Unterkunftscont.;GR-JO;135,00;6055x2435x2817;1015 hellelfenbein;134;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;29.04.2015;  .  .    ;  .  .    ;  .  .    ;/04.05.2015/09:35;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
591;5008.3;Sanitärcont. DaHeBeh.;20 ft. STUGEBA;520,00;6055x2435x2590;1015 hellelfenbein;135;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.05.2015;  .  .    ;  .  .    ;  .  .    ;/06.05.2015/17:45;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
223;500001-5;Stahllagercont. 20 ft;;95,00;6055x2435x2590;rotbraun;138;;CDM      neu;93.;  .  .    ;  .  .    ;;2172,99;0,00;0,0;0,00;20.10.2014;  .  .    ;  .  .    ;  .  .    ;/21.10.2014/10:11;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
294;1444;Büro/Unterkunftscont.;20 ft. GR-JO;180,00;6055x2435x2817;1015 hellelfenbein;138;;;12.06;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.10.2014;  .  .    ;  .  .    ;  .  .    ;/21.10.2014/10:10;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;S³;WÍ;Wú;Wú;Wú;Wú;S;Sú;Sú;Sú;Sú;S³;WÍ;WÍ;WÍ;WÍ;WÍ
586;1268;Sanitärcont. Du/WC;10 ft. GR-JO;670,00;3000x2435x2590;1015 hellelfenbein;142;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;02.06.2015;  .  .    ;  .  .    ;  .  .    ;/01.06.2015/16:24;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
719;221.2/06;Büro/Unterkunftscont.;20 ft. STUGEBA;135,00;6055x2435x2590;1015 hellelfenbein;148;;STUGEBA;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.03.2015;  .  .    ;  .  .    ;  .  .    ;/20.03.2015/09:29;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
599;0000401;1 Toilettenkabine;;120,00;;;149;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;18.07.2014;  .  .    ;  .  .    ;  .  .    ;/22.07.2014/13:59;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
293;0000405;Kühlcontainer 20 ft.;# 2222;1050,00;;;150;gemietet von CHB;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/09.01.2013/13:12;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
582;201952-8;Stahllagercont. 20 ft;;95,00;6055x2435x2590;rotbraun;154;;CDS;;  .  .    ;  .  .    ;;945,00;0,00;0,0;0,00;04.10.2011;  .  .    ;  .  .    ;  .  .    ;/28.06.2013/16:18;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
460;897050-5;Stahllagercont. 20 ft;;95,00;6055x2435x2590;rotbraun;156;;CDM;;16.09.1998;  .  .    ;;2454,20;0,00;0,0;0,00;04.03.2015;  .  .    ;  .  .    ;  .  .    ;/04.03.2015/13:25;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
793;7146;Büro/Unterkunftscont.;20 ft.GR-JO;180,00;6055x2435x2817;1015 hellelfenbein;156;;GR-JO;;  .  .    ;  .  .    ;;3214,00;0,00;0,0;0,00;04.03.2015;  .  .    ;  .  .    ;  .  .    ;/04.03.2015/13:25;WÍ;WÍ;WÍ;WÍ;WÍ;Sº;Sú;Sú;Sú;Sú;Sº;Wú;Wú;Wú;Wú;Wú;Sº;Sú;Sú;Sú;Sú;Sº;WÍ;WÍ;WÍ;WÍ;WÍ
